CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09
48 Malignant,0.007979096587267576,0.0506771234294946,0.027619658006211863,0.1151204638797978,0.23394605008172506,0.19890477039239407,0.06490600669728354,0.07241864469128405,0.17652992730072167,0.05189825893381977
85 Benign,0.013907967032967032,0.035199175824175824,0.03743131868131868,0.13169642857142858,0.3789491758241758,0.19059065934065933,0.043440934065934064,0.03914835164835165,0.08911401098901099,0.040521978021978024
15 Malignant,0.005366106975939069,0.04163781662916162,0.028078299001788702,0.12004500605850787,0.33256880733944955,0.21729848248802724,0.06382349547054411,0.05716634931625411,0.09046650510645664,0.0435491316138711
60 Malignant,0.013125172699640785,0.04476374689140646,0.03174219397623653,0.1156396794694667,0.34736805747444044,0.20789582757667863,0.0612047526941144,0.054676706272450956,0.07094501243437414,0.05263885051119094
9 Malignant,0.005286654135338346,0.04006109022556391,0.02931156015037594,0.12410420582706767,0.35802396616541354,0.21667939379699247,0.06101679981203008,0.05264626409774436,0.07192786654135339,0.0409421992481203
21 Benign,0.005900140128328048,0.036138358286009295,0.026624382329080317,0.12198539715318239,0.3960469061140202,0.2233203038572166,0.05133121911645402,0.03894092484696512,0.0626889888634855,0.0370233793052585
19 Malignant,0.005146933922201461,0.038253779514183794,0.029641583149312044,0.12889417360285374,0.3758280958043146,0.216256157635468,0.06298624086971293,0.04824188890776287,0.05454391031085443,0.04020723628333617
82 Benign,0.005697207434388718,0.03946016624638087,0.029443354814607265,0.12760343700382928,0.3710890071915569,0.21616699355561783,0.06677874287849071,0.04690856449052022,0.05606145512281685,0.04079107126179135
10 Benign,0.007096658282429034,0.038447718289615525,0.031665468918433345,0.13519583183614803,0.401500179662235,0.20652173913043478,0.06211821775062882,0.03889687387711103,0.04060366510959396,0.03795364714337046
5 Malignant,0.005937654626422563,0.04159107152674694,0.03150255649018638,0.13697839353455385,0.380064874374622,0.20971466270823025,0.06209797130133597,0.04805101984716037,0.04266314805651768,0.04139864753422398
47 Benign,0.006027474067844127,0.03798710400897112,0.028431922250256984,0.1331417624521073,0.36265302308195496,0.22829642089524343,0.06761050369124381,0.04614054761237268,0.04494907018035697,0.04476217175964863
13 Malignant,0.005458439853520348,0.04120603883092655,0.0271194638291992,0.12290126442340911,0.3097405513715194,0.2293408415670559,0.06832550266012576,0.057469080356525946,0.09140295723070545,0.047035859877012365
58 Benign,0.005681818181818182,0.04389483065953654,0.030637254901960783,0.12266042780748664,0.4076426024955437,0.20098039215686275,0.0589349376114082,0.04968805704099822,0.03698752228163993,0.0428921568627451
67 Benign,0.005896675372969144,0.04554429146929922,0.030483863827526672,0.11811058479791049,0.38520518836601886,0.20615343751383416,0.06296870158041525,0.054690336004249857,0.04762495019699854,0.04332197087077781
26 Malignant,0.0059253246753246756,0.04987824675324675,0.03149350649350649,0.1153814935064935,0.36371753246753247,0.21258116883116884,0.06611201298701298,0.05369318181818182,0.05068993506493506,0.0505275974025974
73 Malignant,0.004715050851537582,0.042164650658963715,0.02634952157429139,0.11869170126978396,0.36352831437684296,0.2266594451465367,0.06399771318529217,0.05306312812180297,0.054332912077992415,0.04649756273695613
76 Benign,0.005516840882694541,0.04024390243902439,0.033855981416957025,0.13234610917537748,0.39030197444831594,0.20685249709639952,0.061614401858304295,0.04715447154471545,0.04262485481997677,0.03948896631823461
33 Benign,0.006204053881783028,0.03337865975438745,0.02639909913738155,0.13221858666553352,0.32760379042196064,0.22001019844473718,0.06552500743636595,0.048113287723622146,0.10090086261845069,0.03964645391577784
97 Benign,0.006317385444743935,0.03963106469002695,0.031713274932614555,0.13359164420485176,0.41277796495956875,0.2034198113207547,0.0565616576819407,0.04363207547169811,0.03529312668463612,0.03706199460916442
43 Benign,0.004346182917611489,0.03344671201814059,0.023809523809523808,0.10468631897203326,0.34712773998488283,0.20105820105820105,0.044406651549508694,0.03344671201814059,0.17894935752078608,0.02872260015117158
65 Benign,0.006404494382022472,0.035674157303370785,0.02702247191011236,0.11561797752808989,0.3495505617977528,0.1897191011235955,0.04685393258426966,0.03797752808988764,0.15747191011235956,0.033707865168539325
118 Malignant,0.005518664752333094,0.03741923905240488,0.023707824838478105,0.11110014357501795,0.2532394113424264,0.19709260588657573,0.052045944005743,0.0562724335965542,0.22654343144292893,0.03706030150753769
114 Malignant,0.005635352070015464,0.0449632546350173,0.029364408806134324,0.12366688453506353,0.3501171706866043,0.22136491893701477,0.0686524573961007,0.055285434169204034,0.05114062076551515,0.04980949799933045
55 Benign,0.01713381555153707,0.04742314647377938,0.038110307414104885,0.12726039783001808,0.27599457504520797,0.20063291139240505,0.06681735985533453,0.06546112115732369,0.09950271247739602,0.06166365280289331
102 Benign,0.003931623931623932,0.03854700854700855,0.026923076923076925,0.1305982905982906,0.39,0.2176068376068376,0.05923076923076923,0.046239316239316236,0.04700854700854701,0.039914529914529914
74 Benign,0.005472143730757876,0.04172641390072118,0.031050988992450762,0.12653936991269873,0.3752635907384758,0.21224326262072457,0.06499093247859643,0.05270760406562355,0.04655012441482856,0.04345556914512252
96 Malignant,0.004794063242231538,0.04048137648719941,0.026208640259185886,0.12098442476713768,0.3232435449799153,0.22377220537854492,0.06385517113054519,0.058743692742138504,0.09450762343618314,0.04340925757691844
21 Malignant,0.0076324017789516614,0.045600201977044535,0.03374376104561962,0.13153755025150027,0.317531219047989,0.20065642539472917,0.06842943427006662,0.061350527276611444,0.08603445262278844,0.04748402633469927
34 Benign,0.0057273768613974796,0.037462251379777156,0.027100905966885348,0.1253514526710403,0.39453816515672185,0.2196969696969697,0.06380818494220557,0.041132979277309176,0.045428511923357284,0.03975320212433615
7 Benign,0.01212300413956239,0.04146133123069847,0.035465536500427094,0.14181286549707603,0.3529469741770156,0.19671134765753334,0.06774426703462777,0.0514488468361916,0.05138313949668178,0.04890268743018595
66 Malignant,0.015220169629371443,0.046067154641570816,0.046473800395027305,0.14424305797606599,0.3350761008481469,0.19042639711862439,0.07081445335192285,0.04763564540490298,0.04461484837922621,0.059428372255141165
66 Benign,0.00619025619025619,0.04011154011154011,0.028701778701778702,0.13413963413963415,0.36099011099011097,0.2168954668954669,0.06298056298056298,0.04855679855679856,0.05786830786830787,0.04356554356554357
12 Malignant,0.006712020895341068,0.03586831075745611,0.034349753993804286,0.14392881005892,0.3771183866852943,0.21196015307052177,0.06390086861446881,0.044038146145902936,0.04373443479317257,0.03838911498511814
68 Benign,0.005263157894736842,0.0418546365914787,0.03145363408521303,0.11578947368421053,0.3323308270676692,0.21052631578947367,0.05701754385964912,0.04974937343358396,0.11823308270676691,0.03778195488721805
69 Malignant,0.00661026762738034,0.04779979413278435,0.03171641791044776,0.12290916109109624,0.30021230056613485,0.21077264539372104,0.07022002058672157,0.06061824498198662,0.0988484302624807,0.050292717447246525
85 Malignant,0.005934343434343434,0.040656565656565655,0.030134680134680136,0.13152356902356901,0.33880471380471383,0.21658249158249157,0.06308922558922558,0.04991582491582491,0.07962962962962963,0.04372895622895623
63 Benign,0.0044773391812865495,0.03844572368421053,0.02432839912280702,0.11791849415204679,0.3165889985380117,0.24479166666666666,0.07047240497076024,0.055806834795321635,0.08182565789473684,0.045344480994152045
80 Malignant,0.006648766142437029,0.04455951924306355,0.0306226825214167,0.12722158291778546,0.36299705919959085,0.22024037846822658,0.06578442654392022,0.048906789413118525,0.04455951924306355,0.04845927630737757
91 Benign,0.005569081249445556,0.039762254442944026,0.030043468404088593,0.12385045291908568,0.39261529969542547,0.21200950193685747,0.06251170492740481,0.048061664021763775,0.044454082185839745,0.04112249021714488
10 Malignant,0.005992751036546858,0.0419080699634806,0.03095911474779648,0.12587522996238226,0.3674386995798896,0.2162538784700294,0.06661358082319668,0.053021774348554325,0.04642494302424559,0.0455119580438782
62 Malignant,0.004859948413955382,0.03903344042716865,0.02580207249196796,0.12077469568758767,0.32024978505814744,0.21898728449251098,0.061993755373546316,0.05626498936603466,0.1105570387800353,0.04147698990904566
116 Malignant,0.008065132343052754,0.05147777981539214,0.028237514518002323,0.11430634513112048,0.23579910141206675,0.19618787823216577,0.06468152087535912,0.07238752368726695,0.17530869857570755,0.05354850540986613
11 Benign,0.006122084189829296,0.03101260166234695,0.0341853606220395,0.14398069532576638,0.41263741174367685,0.20828492269192958,0.05979086602913576,0.034498167843417644,0.03396192689248369,0.03552596299937438
25 Benign,0.009312913907284769,0.04594370860927152,0.03776903973509934,0.13213990066225165,0.3836920529801324,0.20126241721854304,0.06384519867549669,0.04242549668874172,0.043149834437086095,0.04045943708609272
22 Benign,0.0064847077042198996,0.03581107239643825,0.032036391792489356,0.1346302748741773,0.4060201316298877,0.21631823461091754,0.06078203639179249,0.038424312814556716,0.03193960511033682,0.037553232675183894
6 Benign,0.006119402985074627,0.035124378109452736,0.02666666666666667,0.13398009950248757,0.3571641791044776,0.20223880597014926,0.05572139303482587,0.040049751243781094,0.10656716417910447,0.0363681592039801
40 Malignant,0.0042095650324630645,0.034833681524200306,0.025857863067165393,0.12583034139384766,0.37213055281033813,0.22589038868108635,0.06174237211804296,0.05004566095800443,0.0613107822410148,0.0381487921738369
46 Benign,0.006236559139784947,0.03752688172043011,0.033010752688172045,0.13774193548387098,0.37473118279569895,0.22666666666666666,0.06548387096774194,0.035913978494623654,0.044516129032258066,0.038172043010752686
76 Malignant,0.0046929228912026555,0.039369247019767614,0.029198732458125848,0.12539610683567226,0.3725818620793723,0.21211709672551682,0.062200090538705295,0.052059755545495696,0.06404104421306775,0.03834314169307379
98 Benign,0.0052773075774171065,0.03402037903680839,0.0255899631584188,0.1238009890802881,0.31421553984533174,0.18875502008032127,0.048458295993892925,0.041388695276975675,0.18935245112682134,0.02914135882372465
64 Malignant,0.005512286090390522,0.04173979815708644,0.0310717419921018,0.1333369899078543,0.36852786309784996,0.21536309784993418,0.06255484861781484,0.04733435717419921,0.05144800351031154,0.04311101360245722
2 Benign,0.005616727412238634,0.039543449069633606,0.027281795511221944,0.12144638403990025,0.36437751774410126,0.21522347976213313,0.0623287934011126,0.04990600422021869,0.07296758104738155,0.04130826779205832
54 Benign,0.006634977223212517,0.04073413877335446,0.034165181224004755,0.13444906582161484,0.36178781276820493,0.20205321185713343,0.06628375255826237,0.04941572588631412,0.06578860500429128,0.03868752888360732
25 Malignant,0.00703125,0.03670343137254902,0.031893382352941174,0.1371170343137255,0.3621170343137255,0.21815257352941175,0.06848958333333334,0.046139705882352944,0.051470588235294115,0.04088541666666667
62 Benign,0.005248311589682389,0.041481325775041364,0.02830969106837723,0.12425411592394695,0.37535599012720716,0.2117666603379533,0.06332894843906806,0.052459383221676745,0.055992161436437114,0.041803412080609725
71 Benign,0.009631991497276471,0.05745981134582171,0.03407732164208848,0.11751029626677295,0.30922014082635846,0.21163810282981269,0.07386741065497542,0.06217616580310881,0.0657632522917497,0.05865550684203534
7 Malignant,0.008828688925315619,0.05295775457970264,0.03215138181922756,0.12109970379317286,0.31400799470853824,0.19743766715555172,0.07183734506657465,0.06714980013228654,0.07875363069047825,0.05577603312915193
41 Malignant,0.0067224636514834485,0.037228392081120235,0.03013037180106229,0.13387520789741938,0.37191909437201565,0.20560115886045388,0.06198830409356725,0.04263640753259295,0.06962283384301733,0.040275765867267554
98 Malignant,0.005705435386937068,0.04086468454634508,0.030327499933811654,0.12914669984909058,0.3881284583410553,0.2066267771570782,0.06456011225543407,0.05022371660797967,0.04454475655926504,0.03987185936300336
103 Malignant,0.004918981481481482,0.03324500487329435,0.026331018518518517,0.11006030701754387,0.2561220760233918,0.17659600389863547,0.050545199805068226,0.0472557261208577,0.2624878167641326,0.03243786549707602
2 Malignant,0.005417807712234476,0.03964177336984679,0.02797720375989934,0.12682999037821036,0.33032344015986975,0.2174376434016727,0.06513211457331064,0.0546813707349567,0.09263563022722227,0.039923025682776996
37 Malignant,0.00641025641025641,0.035912004662004664,0.03241550116550117,0.14561480186480186,0.3766025641025641,0.20585664335664336,0.06927447552447552,0.04348776223776224,0.04691142191142191,0.03751456876456877
80 Benign,0.011863290398126464,0.05094408665105386,0.038839285714285715,0.13620462529274005,0.3304449648711944,0.18799033957845435,0.07268735362997658,0.05806498829039813,0.05679888758782201,0.056162177985948476
61 Benign,0.006839499739447629,0.03341584158415842,0.03237363210005211,0.13900468994267848,0.3914799374674309,0.21593277748827513,0.062206878582595104,0.038236060448150075,0.0424048983845753,0.03810578426263679
108 Malignant,0.005545454545454545,0.04381818181818182,0.03127272727272727,0.12454545454545454,0.3859090909090909,0.21245454545454545,0.0659090909090909,0.04454545454545455,0.04490909090909091,0.04109090909090909
45 Benign,0.005700211118930331,0.03184377199155524,0.03200211118930331,0.14345531315974666,0.40490851513019,0.21147079521463757,0.059746657283603094,0.039127375087966224,0.036541168191414494,0.03520408163265306
59 Benign,0.004840764331210191,0.041019108280254776,0.026411889596602973,0.11320594479830148,0.395244161358811,0.21265392781316347,0.05036093418259023,0.03983014861995754,0.08016985138004246,0.036263269639065815
101 Benign,0.005363343253968254,0.04045758928571429,0.03280009920634921,0.13116939484126985,0.3654203869047619,0.2191840277777778,0.07099454365079365,0.045262896825396824,0.046750992063492064,0.04259672619047619
107 Malignant,0.006057518115942029,0.04496905193236715,0.031759510869565216,0.1267361111111111,0.35882774758454106,0.2110318538647343,0.06644399154589371,0.055536684782608696,0.05570652173913043,0.04293100845410628
57 Malignant,0.0058373059443232195,0.04031910605828967,0.02993704048588623,0.12654445386443552,0.34838987644369085,0.21992745062612054,0.06829647954858167,0.05227168489666579,0.06429375547247432,0.044182846659532184
49 Benign,0.004050925925925926,0.03009259259259259,0.023292824074074073,0.11863425925925926,0.40769675925925924,0.17708333333333334,0.038628472222222224,0.023582175925925927,0.1597222222222222,0.017216435185185185
97 Malignant,0.0053935483870967745,0.03750967741935484,0.029716129032258065,0.13130322580645162,0.3849806451612903,0.2094709677419355,0.06022580645161291,0.0468,0.05624516129032258,0.038354838709677416
19 Benign,0.005166073783924217,0.04164834725608538,0.030346936328390424,0.12388584675646509,0.3717374795155682,0.21448698988768536,0.06334186018625844,0.050941284623686,0.05750629521563612,0.04093888644630081
73 Benign,0.010090749018014357,0.05255316267100095,0.026557148661984095,0.11517772488922429,0.2014860393568236,0.19849654611946363,0.07084808730481221,0.08166444147752559,0.1785472417329386,0.06457885876821269
53 Malignant,0.006730769230769231,0.03373567921440262,0.03287643207855974,0.14513093289689033,0.3705810147299509,0.2159165302782324,0.06837152209492635,0.042471358428805235,0.04240998363338789,0.04177577741407529
83 Benign,0.009358696236800114,0.045699840436022016,0.03716585689441885,0.13738637789769978,0.32314394822238557,0.1989171163741327,0.0724312888825143,0.05247682736611865,0.07630385284256952,0.04711619484733851
33 Malignant,0.007718431614695894,0.042914479777709166,0.03155294844087681,0.13377585674590922,0.3284038283420809,0.20367397344859525,0.06242667489966039,0.05353504167953072,0.09592466810744057,0.04007409694350108
100 Malignant,0.009208760766999956,0.04619529931177769,0.033058477254036274,0.12560057135436956,0.2512227849197074,0.1942821278621824,0.06657144093840626,0.06192918668571181,0.161212829502662,0.05071852140414665
104 Malignant,0.004666831051288002,0.03684512067765143,0.023685889997679278,0.11583313993966117,0.30104867718728245,0.22830485611510792,0.060879119285216984,0.057640983987003944,0.1303775527964725,0.04071782896263634
30 Benign,0.006405254259331513,0.04178046560020809,0.03186370139159839,0.1282351411106776,0.36994407595265966,0.2142346208869814,0.06528807387176486,0.046820132657042525,0.05146963194173495,0.04395890232800104
77 Benign,0.0066976384049554786,0.034765776229190866,0.028977932636469222,0.13763066202090593,0.3429926442121564,0.2048199767711963,0.06097560975609756,0.04467673248161053,0.10255516840882695,0.03590785907859079
78 Malignant,0.022564102564102566,0.0449002849002849,0.03361823361823362,0.1403988603988604,0.32706552706552705,0.18427350427350428,0.04866096866096866,0.053675213675213676,0.07931623931623932,0.06552706552706553
47 Malignant,0.0056454836131095126,0.04204136690647482,0.028914368505195843,0.12581185051958432,0.3574390487609912,0.22149780175859313,0.06653427258193445,0.05148381294964029,0.055955235811350916,0.0446767585931255
24 Benign,0.008611228366399324,0.04626424651751794,0.03545799915576193,0.14309835373575347,0.33575348248205994,0.2080202617138033,0.0688898269311946,0.05031658927817645,0.06070071760236387,0.042887294216969185
29 Benign,0.004957264957264958,0.035327635327635325,0.02962962962962963,0.12421652421652421,0.4392022792022792,0.20586894586894586,0.052592592592592594,0.034074074074074076,0.04165242165242165,0.03247863247863248
20 Malignant,0.010454921422663358,0.04420181968569065,0.03894127377998346,0.14365591397849461,0.3466335814722912,0.19953680727874276,0.07235732009925558,0.05105045492142266,0.04483043837882548,0.04833746898263027
58 Malignant,0.019138755980861243,0.04880382775119617,0.04808612440191388,0.15047846889952154,0.32679425837320575,0.18636363636363637,0.06363636363636363,0.045933014354066985,0.0430622009569378,0.06770334928229665
89 Malignant,0.004949368528842871,0.03657981567868927,0.030521105927864375,0.12965069973830926,0.35968255774263286,0.2257936056434179,0.06545113209693935,0.04721811355102969,0.05839685971100239,0.04175674138127204
16 Benign,0.005330490405117271,0.0369136460554371,0.02332089552238806,0.1267324093816631,0.43869936034115137,0.21921641791044777,0.04677505330490405,0.03531449893390192,0.03611407249466951,0.03158315565031983
13 Benign,0.005903751888275735,0.04191201405802016,0.02978080586984,0.13190184049079753,0.36211733514196753,0.21500138730462126,0.06790085396306687,0.05129944199525233,0.05231679871751395,0.04186577057064463
39 Benign,0.007063408297475034,0.03223187464479987,0.036534870504181215,0.14605829341560445,0.3816676138670131,0.2019972395875619,0.06097263944142242,0.03361208086384672,0.06600633271088739,0.033855646667207924
121 Malignant,0.0057603147098768325,0.040493919667806244,0.029753820696545374,0.1278118609406953,0.34677406765637925,0.21797093304609813,0.0663606987308575,0.055183502708440656,0.0658065221124276,0.0440843597308731
88 Malignant,0.0074647308587864674,0.03927544172031228,0.034755512943432404,0.13970688946719628,0.3666963429667169,0.2105875907409944,0.06673743322832489,0.04896589508286536,0.040508149568552254,0.04530201342281879
20 Benign,0.006204535729567822,0.0356582513193553,0.030580516331479103,0.13485950648980174,0.37625160462130935,0.21420624732563115,0.06689487947511054,0.04381685922122379,0.05174725431464841,0.039780345171872775
88 Benign,0.0038483796296296295,0.03619470164609054,0.022932741769547325,0.11189557613168724,0.3366287294238683,0.21181841563786008,0.050903420781893007,0.05063014403292181,0.13849987139917697,0.036648019547325106
109 Malignant,0.005101684032523633,0.04170030705462775,0.0265891507364861,0.12179197843624644,0.35932702271441375,0.21675005244721904,0.06305427174652418,0.05416049484745806,0.06739944437734026,0.04412559360716079
123 Malignant,0.00874348032242769,0.03510668563300142,0.028914177335229968,0.11623518255097202,0.2263063063063063,0.166932195353248,0.054954954954954956,0.05186344238975818,0.2699573257467994,0.04098624940730204
40 Benign,0.014211886304909561,0.05391120507399577,0.030890298332158797,0.11545689452666197,0.3653981677237491,0.19614752172891708,0.053558844256518676,0.050387596899224806,0.06060606060606061,0.059431524547803614
22 Malignant,0.004812159830080977,0.03819859285809107,0.026632815611310236,0.12103411655382981,0.3042612504978096,0.21760918624717906,0.06033452807646356,0.05537302535510421,0.132782424001062,0.03896190096906943
18 Malignant,0.008720960128346205,0.041733085142486914,0.028399683248146283,0.10639982722626161,0.2100383598835834,0.1655028435677777,0.05247488096095108,0.059360120118884786,0.2845316083383897,0.04283863138517231
105 Malignant,0.0054249547920434,0.033238611900456384,0.030655300094721432,0.1413071557737019,0.40622578145182126,0.2160509773529665,0.062300869714974595,0.03577886850942909,0.03427193662275037,0.034745543787135104
43 Malignant,0.006228465412138882,0.03670818976941426,0.030766852195423623,0.13101864122272286,0.38649615690432015,0.2184159378036929,0.06495715169184557,0.04187649085608269,0.04298082869511441,0.040551285449244634
49 Malignant,0.005806044116218055,0.04302302983189194,0.0342775240501409,0.12644543776115053,0.37646973083276647,0.21202992906423088,0.0641580021377903,0.05011660674375668,0.043363132834515594,0.04431056262753862
11 Malignant,0.00780689160086145,0.04495692749461594,0.032663316582914576,0.12749012921751615,0.2804199569274946,0.19891870064608758,0.0625897343862168,0.06418251974156497,0.13904343144292894,0.04192839195979899
23 Malignant,0.005807069256543975,0.0422870531327942,0.029054241301992793,0.12577784496006852,0.33481974151613636,0.21973647746454034,0.07105786914569319,0.05755422870531328,0.06625223591061397,0.047653238606303376
8 Benign,0.009380880260681996,0.04780393776676305,0.03647712148331727,0.1399238147689201,0.3301665978245904,0.1970168433613291,0.07374363210794438,0.05633117628160999,0.059332690807288084,0.04982330533755565
