CaseID,Feature__INTENSITY-HISTOGRAM_IntensityHistogramMean(IBSI:X6K6)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramVariance(IBSI:CH89)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramSkewness(IBSI:88K1)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramKurtosis(IBSI:C3I7)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMedian(IBSI:WIFQ)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogram10thPercentile(IBSI:GPMT)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram25thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram50thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram75thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram90thPercentile(IBSI:OZ0C)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogramStd(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMode(IBSI:AMMC)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramInterquartileRange(IBSI:WR0O)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMeanAbsoluteDeviation(IBSI:D2ZX)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramRobustMeanAbsoluteDeviation(IBSI:WRZB)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMedianAbsoluteDeviation(IBSI:4RNL)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramCoefficientOfVariation(IBSI:CWYJ)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramQuartileCoefficientOfDispersion(IBSI:SLWD)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramEntropyLog10(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramEntropyLog2(IBSI:TLU2)[Intensity],Feature__INTENSITY-HISTOGRAM_AreaUnderCurveCIVH(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_Uniformity(IBSI:BJ5W)[Intensity],Feature__INTENSITY-HISTOGRAM_RootMeanSquare(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_MaximumHistogramGradient(IBSI:12CE)[Intensity],Feature__INTENSITY-HISTOGRAM_MaximumHistogramGradientGreyLevel(IBSI:8E6O)[Intensity],Feature__INTENSITY-HISTOGRAM_MinimumHistogramGradient(IBSI:VQB3)[Intensity],Feature__INTENSITY-HISTOGRAM_MinimumHistogramGradientGreyLevel(IBSI:RHQZ)[Intensity]
6 Benign,30.75771144278615,259.9635848122544,0.154502006,-1.068104432,28,9,18,28,45,54,16.123386270019534,26,27,13.79750649735976,11.240569274831511,13.659701492537314,0.5242063051411154,0.4285714285714285,1.7060286839399077,5.667304616,104.2878653606956,0.0217658374792703,0.001040614,430.0,3,-430.0,5
6 Malignant,34.680584826133284,115.48481974929992,-0.018461403,-0.495852416,34,21,27,34,43,50,10.746386357715783,30,16,8.785744605657598,6.672045649,8.770460133473833,0.3098675068944607,0.2285714285714285,1.6268746834950114,5.404360717963065,99.7066813751314,0.0268575114759014,0.0005429554068288471,759.0,25,-932.0,31
7 Benign,39.37012944345892,102.34319343222172,-0.299673297,-0.314266584,40,25,33,40,47,52,10.116481277214016,48,14,8.304260406642257,6.3570607176082445,8.287995269071555,0.2569582935139371,0.175,1.6034470071354725,5.326535661666384,139.6409278697688,0.028409147,0.0006831342191145309,406.5,32,-378.5,53
7 Malignant,33.36135795013347,172.42486574864526,0.1339749289162704,-1.195510866,32,17,22,32,45,51,13.131064912970512,22,23,11.6260104199032,9.647328470305606,11.576524890000863,0.3936010318464263,0.3432835820895522,1.6654856583844362,5.5326236002192335,87.05229340113048,0.0239305707351858,0.0005865978274061524,779.0,21,-636.5,23
8 Benign,38.75639083941483,115.58522752652875,-0.548451569,0.5054309175874359,39,25,33,39,46,53,10.751057042287924,37,13,8.339319374856078,5.858138375038444,8.332461333700492,0.2774008830397648,0.1645569620253164,1.615706824032762,5.367261891855662,120.50815276630468,0.0291259347573257,0.0005170544551854404,1023.5,36,-1281.0,38
8 Malignant,34.90561922577403,146.5195069763232,0.03226077,-0.730407865,35,18,26,35,44,52,12.104524235851784,26,18,9.962897857845618,7.619745630161685,9.961264182847431,0.3467786707222744,0.2571428571428571,1.6709197143371275,5.550675143,110.17086068134854,0.023649321,0.00043952635868567126,966.5,33,-972.5,40
9 Benign,37.39589056776533,165.73961910157965,-0.529331953,-0.391979026,39,18,29,39,48,52,12.873990022583506,38,19,10.455293359058755,7.667850674645597,10.375553266178269,0.3442621589464347,0.2467532467532467,1.6741337763621331,5.561352026297247,130.3013062,0.0236522637918442,0.0006717449638032841,312.0,6,-426.5,53
9 Malignant,37.72685620300705,154.13850336842054,-0.439116644,-0.733511585,39,20,28,39,48,52,12.41525285157014,48,20,10.525381422619388,8.205661993801751,10.463698308270676,0.3290826244509759,0.2631578947368421,1.651483487948301,5.486109396858035,133.8124431,0.025298704,0.0006095205259191513,453.5,48,-568.0,51
10 Benign,39.89355012576368,140.11290485977602,-0.292149573,-0.769541463,41,24,30,41,50,55,11.836929705788409,37,20,9.984456198630834,7.938616269822702,9.965055695292849,0.2967128688340021,0.25,1.6449314126404375,5.464343874,129.65403790873168,0.024949274,0.001058589,261.5,36,-222.0,55
10 Malignant,37.52609901425087,113.12568831892553,-0.211199043,-0.852150079,39,23,29,39,46,51,10.636056050948843,43,17,9.007632333,6.959847995369226,8.959718828084242,0.2834309009020551,0.2266666666666666,1.611077760177232,5.351884474580951,111.4056064,0.0269316494800701,0.0004299693245906001,1394.5,42,-1329.0,44
11 Benign,38.37532397890794,105.0656293637122,-0.228299639,-0.540775416,38,25,31,38,46,51,10.250152650751703,46,15,8.612680699055444,6.613574151202823,8.609125034,0.2671027000680294,0.1948051948051948,1.5990279402402392,5.311855839193923,119.32327299691713,0.0279914677190559,0.001118413,195.0,45,-207.5,52
11 Malignant,32.99584978463737,256.6184097319248,-0.03791913,-1.071594109,34,12,19,34,46,55,16.019313647342223,7,27,13.68800503171663,10.876142612960932,13.67504935391242,0.4854948047072483,0.4153846153846154,1.7317938215157649,5.752894550245566,112.39211332892177,0.0193607504387515,0.0006590381357171181,648.0,6,-476.0,10
12 Benign,43.736284423407966,93.89188912047882,-0.645285788,0.1010094329803004,45,30,38,45,51,54,9.689782718,53,13,7.880306812835522,5.899430336865769,7.802872203098107,0.2215502035818299,0.146067415730337,1.5659411049786505,5.201943751567542,129.15871493787725,0.0322086,0.001316203,177.5,40,-297.0,54
12 Malignant,36.87031525238416,87.69690354515042,-0.082781218,-0.022960787,36,25,31,36,44,49,9.364662489654949,33,13,7.471134502269291,5.382828651292771,7.444754904938347,0.2539892166788402,0.1733333333333333,1.572583129268394,5.224008078662564,115.21973516369803,0.031941496,0.00098493629324211,376.5,32,-306.5,50
13 Benign,33.624317908561174,172.20584326644504,-0.002157473,-0.778608336,33,16,24,33,43,52,13.122722403009409,30,19,10.865850945386308,8.266728698555445,10.85476462064926,0.3902747540841029,0.2835820895522388,1.6976480350839906,5.639464702975835,120.31201251656948,0.02230163710176,0.0005863177391622073,600.0,25,-473.0,40
13 Malignant,31.914452774131465,220.3953711629186,0.2170809813179339,-1.340770859,29,14,19,29,46,53,14.845718950691428,16,27,13.22080263971028,11.179005949384884,13.107415532370622,0.4651722859157013,0.4153846153846154,1.6769108775267645,5.570577356678382,98.73533826996754,0.0232704015053793,0.00044830921281158696,2060.5,10,-964.5,55
14 Benign,39.92268323454497,74.44230700911302,-0.489483706,-0.243385935,42,28,34,42,46,50,8.627995538310913,45,12,7.048457216786992,5.193325370582077,6.926491942202861,0.2161176263534595,0.15,1.5197549431848267,5.048516643109626,112.28254659715768,0.035974488,0.0006543515588513932,790.0,41,-1470.0,47
14 Malignant,35.07321422944852,176.75249328595638,0.165560540980562,-1.172400254,33,19,23,33,47,53,13.294829569646854,22,24,11.699402618848644,9.597674704677472,11.619825440337776,0.3790593437679321,0.3428571428571428,1.6725786289836908,5.556185939,106.31568063301616,0.023592892,0.0003855872361554102,1971.0,19,-1475.0,27
15 Benign,34.24703328,132.3594847145794,-0.027998241,-0.641737709,35,19,25,35,42,49,11.504759220191415,40,17,9.622949536,7.254808576,9.607750183508688,0.3359344772258764,0.2537313432835821,1.6557571447590642,5.5003061774856175,104.88153940848991,0.025030175,0.0008749528053442814,337.0,39,-266.5,41
15 Malignant,35.75163002711892,192.67369981257767,-0.236996056,-0.788619458,36,16,25,36,47,54,13.880695220794154,33,22,11.57269214449755,8.849156330591951,11.564032658242455,0.3882534925055204,0.3055555555555556,1.7113974057069046,5.685139123535113,126.80656275243736,0.021017612094764,0.0003893452507738181,797.5,54,-783.5,58
16 Benign,41.34088486140727,163.74813653045484,-0.62096195,-0.463597953,44,22,32,44,51,56,12.79641108008237,55,19,10.602652998714436,8.192054369295208,10.331289978678038,0.3095340393168055,0.2289156626506024,1.657790704008821,5.507061515090001,133.06597314765455,0.025813809,0.001854725,94.5,42,-71.5,56
16 Malignant,38.80915651,80.66569962,-0.079129666,-0.279476701,38,27,33,38,46,51,8.981408554,35,13,7.256949859710794,5.432544892923912,7.256146274717514,0.2314249873129845,0.1645569620253164,1.5559202466648483,5.1686551808000365,104.29960813360752,0.032202285,0.0005961035790787951,1226.5,33,-890.0,35
17 Benign,32.40437565879124,176.8841446708685,0.1767369440499058,-1.24861534,30,17,21,30,45,51,13.299779873023027,19,24,11.787764763105832,9.769681976502422,11.681337892382446,0.4104316038385028,0.3636363636363636,1.660069747299593,5.514632333027082,102.2763106730601,0.024451112,0.0005606298960582448,776.5,19,-667.5,26
17 Malignant,37.64350825326434,107.9952449617202,-0.237979994,-0.537695693,38,23,30,38,45,51,10.39207606600915,45,15,8.464239234400583,6.278397035907487,8.443057755252877,0.2760655568044186,0.2,1.6095364574022577,5.346764377590036,120.57686237373802,0.0279193804442381,0.00044331185009300966,1179.0,34,-1251.0,47
18 Benign,35.523045151600414,284.1231195358402,-0.385654626,-0.905369606,38,10,23,38,50,56,16.855952050710165,4,27,14.52376062053451,11.304043314379012,14.457617572514785,0.4745075198022756,0.3698630136986301,1.6902480770913315,5.614882574619037,125.99580077208353,0.0233132321598086,0.001479331,322.5,3,-322.5,5
18 Malignant,26.479112889126597,338.77489873482017,0.1100546004767004,-1.398968797,26,4,8,26,44,52,18.405838713158936,4,36,16.403222286281284,14.010340788826449,16.391810730483254,0.69510783,0.6923076923076923,1.6335728281025077,5.4266114727183234,95.15931194529902,0.032872646,0.00041113699387178813,9890.0,3,-17193.0,1
19 Benign,32.80035173268282,113.27178372056578,0.35757899,-0.238514968,31,20,25,31,39,48,10.642921766158285,31,14,8.535993924453347,6.108311653838931,8.486830009193014,0.324475842603648,0.21875,1.6181903083363691,5.375511848137028,106.08863763539765,0.0284776637024736,0.00053344200354178,1164.0,21,-966.0,23
19 Malignant,36.205707491081846,169.75143336645314,-0.310544052,-0.896171671,39,17,26,39,46,52,13.028869228235164,46,20,11.156189770611224,8.821575900160907,11.030915576694412,0.3598567775935443,0.2777777777777778,1.6874552084531156,5.605604865824418,109.18283665279492,0.0228069327524444,0.000622424133102497,373.0,15,-477.0,47
20 Benign,33.356154614177846,106.12878076285556,0.351478065,-0.199573559,32,22,26,32,40,49,10.301882389294471,24,14,8.267089308749222,6.048437511695762,8.216345742404792,0.3088450245075826,0.2121212121212121,1.5925904656041512,5.290471011340174,111.53464199115707,0.030625657,0.0006609258254773337,987.5,23,-891.5,36
20 Malignant,38.90170388751024,89.55219064515583,-0.075063065,-0.606100037,39,26,32,39,46,52,9.463201923511717,44,14,7.901138400516498,6.270527276080373,7.897336641852771,0.2432593171465161,0.1794871794871795,1.572369591584652,5.223298721831624,111.23455955334992,0.0298491624369475,0.0009937632218857725,413.5,30,-305.5,53
21 Benign,38.91983184600618,243.8119225028856,-0.310135717,-1.154152069,40,19,25,40,54,57,15.61447797727755,56,29,13.978663622070313,11.768375400929646,13.953536396489415,0.4011959260014083,0.3670886075949367,1.6620876045083155,5.521335509580211,138.6519009513986,0.0259745901799447,0.001384078,103.5,3,-227.0,57
21 Malignant,33.52283894272799,145.4658268707818,-0.067442039,-0.846356044,33,17,24,33,43,50,12.060921476851666,33,19,10.083279967118663,7.869845752,10.065865879474083,0.3597822218296344,0.2835820895522388,1.6605993597006443,5.516391667341535,124.1392629597896,0.02372884,0.0004800180746683677,697.0,20,-700.0,33
22 Benign,35.34920634920623,151.5470444727129,-0.353137607,-0.618745275,38,17,26,38,45,49,12.310444527827292,44,19,10.308970742770104,7.888656643467173,10.16376306620209,0.3482523597903557,0.2676056338028169,1.6592584439055442,5.511937241488913,84.50669642857213,0.0261380435136136,0.001590539,144.5,43,-173.5,48
22 Malignant,29.49359485,175.31434235383946,0.1384581817511218,-0.826680271,29,12,19,29,40,48,13.240632249021928,26,21,11.21629856508673,8.745936817802562,11.189466348068498,0.4489324653933396,0.3559322033898305,1.6603742293763328,5.515643800592195,97.69753293840462,0.024169472,0.0006332928763352305,1295.0,16,-739.0,18
23 Benign,43.53330177,130.26183291146194,-1.335640412,2.3693825266075006,46,29,39,46,51,56,11.413230608003238,49,12,8.454350510710649,5.420584454051587,8.27572601,0.2621724092721475,0.1333333333333333,1.5834294040163246,5.260038623472583,130.59990530303062,0.031702013,0.002236845,62.0,48,-45.5,49
23 Malignant,36.42423727105549,164.14451950050127,0.0147539629507569,-0.952305902,36,20,26,36,47,54,12.811889770853528,28,21,10.952901779000475,8.653328437438315,10.937211850956087,0.3517407839047461,0.2876712328767123,1.684890958100154,5.597086610534589,99.59752378804284,0.0224661462595726,0.00037616408944451246,1692.0,24,-1096.0,51
24 Benign,34.50578303,211.4776575654191,-0.331625936,-0.977485379,36,14,23,36,48,51,14.542271403237496,51,25,12.541280194917064,9.934760886,12.514056563951032,0.4214444688952809,0.352112676,1.695893723501701,5.633637006043437,90.03852759603382,0.023424296,0.00140626,207.5,50,-139.5,54
24 Malignant,38.47362559481624,106.64233871291373,-0.094785899,-0.868680591,37,26,30,37,48,51,10.326777750727173,29,18,9.113354327070816,7.540952294503552,9.062468360838311,0.2684118689380435,0.2307692307692307,1.5533599446939426,5.160150041751484,123.83698238331588,0.032926798,0.001291062,320.5,45,-363.5,52
25 Benign,38.33516142384096,165.17191764778497,-0.154623713,-0.667862914,37,22,29,37,50,56,12.851922721825904,33,21,10.719880043126206,8.403122373894579,10.672495860927151,0.3352515613468419,0.2658227848101265,1.6730009082665214,5.557588719942631,125.7872484219783,0.024285316,0.001585234,101.5,35,-99.0,37
25 Malignant,40.27882965686244,118.43273196363462,-0.273267664,-0.924023293,41,25,32,41,50,54,10.882680366694348,53,18,9.309176041807955,7.596181303378725,9.301133578431372,0.2701836289535843,0.2195121951219512,1.5993393112785956,5.312890191394175,134.68233666513368,0.027590077,0.0006501093036019304,522.5,52,-709.0,54
26 Benign,30.71884425319513,147.3607325575793,0.1345724058658007,-0.743962175,30,16,21,30,40,48,12.139222897598485,21,19,10.156173099828004,7.744928214931918,10.13387760716005,0.3951718625070296,0.3114754098360656,1.6654270734821286,5.532428985386322,113.75572012511545,0.0237362584112049,0.00034146404102375724,2217.5,20,-1656.5,27
26 Malignant,30.62520292207794,153.97750604648442,-0.016639521,-1.012802018,31,14,20,31,41,47,12.408767305678854,17,21,10.637369286550042,8.538517011189532,10.620819805194806,0.4051815538088494,0.3442622950819672,1.6615446624510573,5.519531895106304,70.34226296164745,0.0239686353622027,0.0009862824435885266,326.5,16,-272.5,32
27 Benign,17.715408163265217,113.94064013952664,1.0011324580523036,1.770593120778897,17,4,11,17,23,31,10.67429810992398,4,12,8.139814004581574,5.860167879121879,8.091122448979592,0.6025431653366177,0.3529411764705882,1.503968218194199,4.996074277836995,64.7719611,0.037837786,0.001389424,577.5,3,-1051.0,1
27 Malignant,41.46867340686247,107.55061688802898,-0.595141166,-0.093654752,43,27,34,43,50,54,10.370661352489964,52,16,8.585274508254589,6.610264057917506,8.507582720588236,0.2500842322767376,0.1904761904761904,1.593509112192773,5.293522689252191,127.64576033049909,0.0291953922219418,0.0006104870574202607,528.5,44,-1021.0,53
28 Benign,34.843441562861656,232.37920601692107,-0.101555435,-1.407748345,36,16,21,36,49,54,15.243989176620438,19,28,14.038463623306365,12.224351445327676,14.033966373970458,0.4374995262485335,0.4,1.6494395766396657,5.479319670458422,133.9294785,0.0262515805536418,0.0009452290295145822,456.5,18,-278.5,57
28 Malignant,32.739160549798974,126.699674712707,-0.054858287,-0.54034209,33,18,25,33,41,48,11.25609500282878,39,16,9.233027034,6.865931921922685,9.224336139896373,0.3438113504989636,0.2424242424242424,1.644365642870347,5.462464427318526,109.9831175,0.0253020770722902,0.0004770766828760388,942.5,22,-1063.5,40
29 Benign,36.884729344729216,150.38870697802835,0.1428197063624877,-0.949906303,34,22,27,34,48,54,12.263307342557647,26,21,10.527729385315762,8.349546464137383,10.404045584045583,0.3324765440988673,0.28,1.641936315,5.454394375189241,132.55449608262157,0.026211346,0.001222098,170.0,23,-256.5,27
29 Malignant,38.23517455762786,74.32008747550702,0.048189134,-0.689507646,37,28,32,37,46,50,8.620909898352204,34,14,7.264635478599996,5.735325768054028,7.219296987087518,0.2254706562241219,0.1794871794871795,1.5206441915351063,5.051470662187752,129.6411387344573,0.0346538077035762,0.0009102977438127768,385.0,29,-508.0,37
30 Benign,40.94274287943843,136.63740961798146,-0.432179938,0.3028349723824535,40,26,35,40,49,57,11.689200555127004,37,14,9.210502655235972,6.732299530589744,9.200448692937965,0.2855011592542169,0.1666666666666666,1.6354865291708132,5.432968650062342,127.30634114075254,0.027411085277529,0.0009440569401404612,280.5,34,-290.5,38
30 Malignant,34.55892949047832,208.4135003318414,-0.204770585,-1.053245392,35,15,23,35,47,53,14.436533528927274,53,24,12.571661971364186,10.272632534217964,12.553047570031616,0.4177367106496985,0.3428571428571428,1.6952579978743263,5.631525171221226,118.79632012351983,0.0216737967725669,0.0008926209595947167,226.0,25,-222.0,54
31 Benign,37.76987607843161,106.80380219640564,-0.33021136,-0.48737388,40,23,30,40,45,50,10.33459250267787,43,15,8.627992337562358,6.600287243486934,8.517283137254902,0.2736199737912143,0.2,1.5996490362617968,5.313919075517557,142.81734392157037,0.0292714715287966,0.0004285605384104391,1582.0,38,-1659.0,45
31 Malignant,34.60569912372634,133.51586843193715,-0.038322897,-0.486354737,34,20,26,34,43,51,11.554906682095584,33,17,9.325293587082408,6.951383714136012,9.300430332894823,0.33390184202848,0.2463768115942029,1.6457697796748003,5.467128868818303,128.68994361635677,0.025962737,0.0007608496686327614,490.5,30,-377.0,53
32 Benign,33.68254257169441,144.14019072822492,-0.174058617,-0.45069782,34,18,25,34,42,50,12.00583985934449,35,17,9.766655062708772,7.228895154788979,9.754398738017231,0.3564410208579017,0.2537313432835821,1.6620880978262662,5.521337148,115.78374009019964,0.02448971,0.0004976353668525755,711.5,21,-740.5,40
32 Malignant,33.15750274134534,128.11384086926512,-0.241303828,-0.697722197,34,17,25,34,42,47,11.318738484003644,38,17,9.548161324269532,7.492897467766109,9.499366286,0.3413628152970001,0.2537313432835821,1.6310272902354168,5.418155378961036,83.92992881,0.0271129559021445,0.0006213766493649573,679.0,33,-515.5,47
33 Benign,27.45107933540136,141.33418731504202,0.3868520535291421,-0.325319816,25,13,20,25,35,45,11.88840558338426,21,15,9.621599593226598,6.962667177614809,9.452247907194153,0.4330760710036191,0.2727272727272727,1.6431807989234584,5.458528460923298,98.22339324698416,0.0267605843213061,0.000533186510065722,1595.5,20,-1309.0,27
33 Malignant,31.1529793146032,167.46418609126763,0.1520208636288569,-0.856828107,29,15,21,29,42,50,12.940795419574007,28,21,10.894138290844667,8.557782356641168,10.82281568385304,0.4153951148263984,0.3333333333333333,1.6800372444071316,5.580962922653196,112.92955001543764,0.022679471526446,0.0008367794214351029,329.5,19,-288.5,18
34 Benign,37.40526398000591,101.19208204788347,0.3186044798106971,-0.184696099,35,26,31,35,44,52,10.059427520882265,34,13,8.148616808642025,5.831982084551852,7.962485681557847,0.2689307987843446,0.1733333333333333,1.5794126823213857,5.246695362824821,125.65830868283348,0.032379569719705,0.0009181255568589072,622.0,31,-616.0,35
34 Malignant,40.23847687400332,87.5793728,-0.268074311,-0.044433546,40,29,34,40,47,53,9.358385159828831,40,13,7.537139583950917,5.593690566951363,7.518540669856459,0.2325730466670561,0.1604938271604938,1.558218098841686,5.1762884805041685,93.68020397228892,0.0325195292130572,0.001138697,385.0,33,-493.5,41
35 Benign,29.47499462891808,218.76366180978837,0.091233993,-0.990876262,27,10,18,27,43,50,14.790661304004914,22,25,12.721601357530847,10.046987932982525,12.57052827576329,0.5018036980231954,0.4098360655737705,1.682099722,5.587814324763637,101.32029403690376,0.0231494953174448,0.0005256484667844949,1682.5,3,-1682.5,5
35 Malignant,39.53541176282205,115.54653147085888,-0.582437044,-0.110153839,41,24,32,41,47,52,10.749257252055086,43,15,8.641854327464282,6.285645399100897,8.523818674,0.2718893461016985,0.189873418,1.6127962715064854,5.357593245646979,120.45945771484833,0.028867536,0.0006798845328213281,1066.0,42,-646.0,46
36 Benign,28.312718984930477,154.71157513935168,-0.025226182,-0.256525457,27,12,21,27,36,47,12.438310783195268,24,15,9.710277446376374,6.854256535027524,9.670238459706772,0.4393188372270284,0.2631578947368421,1.622791361298452,5.390796215237837,104.40315125693124,0.0281170144248824,0.0009779870309363052,581.0,3,-630.0,1
36 Malignant,34.07336165290591,144.4225726767946,-0.171996171,-0.726996491,34,18,25,34,44,49,12.01759429656346,34,19,10.03800675747024,7.6452172473629885,10.036207171632563,0.352697642,0.2753623188405797,1.66695378743571,5.5375006193615794,115.52999185438355,0.023662901,0.0004857559937264144,670.5,21,-738.5,50
