CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44
11,0.5444651928906118,0.487941449571097,0.4697586733399732,0.3850827380147495,-1.6899110610018383e-17,0.5311341904131205,0.4940101302419829,0.4989919949525791,0.07535889044536298,-2.8382129584626637e-16,0.5242305744027435,0.45194101917778134,0.33019049541769735,0.013861515769151827,-8.489275337197427e-18,0.5587514725812155,0.4424916656386571,0.3620886145889662,0.05189515187932725,-5.187423759879375e-17,0.545134570778316,0.4566821133830161,0.3428793145813909,0.2039855440281366,-1.5397171251483982e-17,0.5715965385837551,0.46758129983753066,0.3550715499488051,0.21273485745698775,3.5487832769664026e-16,0.5749403976301806,0.5422275899249153,0.4415540755674833,0.23079847630704917,3.9957374329343346e-16,0.6192305965980285,0.5882390632208223,0.4868924547523985,0.2945498748806656,-4.721390625181327e-16,0.5766214515827645,0.49167897367444724,0.2795556041482412,-0.012035303924107597,-5.578830629922441e-16
12,0.5624920950029949,0.483812912164818,0.39524087900683114,0.3071708122044834,0.1262316933960636,0.5628742359362574,0.46133301386539277,0.3042719707825451,0.4309390072975634,0.14854460715889564,0.5513457891096756,0.46519631397036926,0.3813046953162238,0.3689258076612475,0.1455735168111812,0.5725173683539593,0.5161015165170892,0.42248433680768166,0.350812751588554,0.3128707200471443,0.5748612803150082,0.4967499381436916,0.4206690515846177,0.23023686361564508,0.31871503280148794,0.543928074837541,0.4247157539069853,0.2621592888564226,0.21369794887467164,-0.17420897852040607,0.6052340953800277,0.5753050626540152,0.5918256241905859,0.573912666045054,0.24998396881073953,0.5984413593182731,0.5849467286443999,0.4709514009136419,0.39658709084976757,0.3278701637519189,0.549912332532953,0.5297446375773502,0.5249982566735221,0.3996610407410579,0.3069349421823223
13,0.5592221497999386,0.4924878012870017,0.37384612063664907,0.18240334114253082,0.17990286751209775,0.5546015508594333,0.4541426089302004,0.2827584874501084,0.483635238413107,0.15446275646623434,0.5395787202687938,0.5161714685186757,0.42124967483530357,0.2769454749680522,0.09083567918327982,0.5697086805960211,0.5043461158572347,0.4258018621648272,0.37028635743937677,0.13154708360925665,0.4433285380604285,0.22660728803217783,0.04965016077350034,0.0876741424294237,0.24997032176712367,0.0,0.0,0.0,0.0,0.0,0.5904302685070851,0.546699112553082,0.5323600099524474,0.4513182221480931,0.12706042615342542,0.5814001300109375,0.5318659561324732,0.46897040771051157,0.2483510966305398,0.3331448940828911,0.5718073633806477,0.4791934816099138,0.4633061319729481,0.4803533986150436,0.2793483211966938
14,0.5743135593977725,0.47881766722175967,0.37767919032877256,0.19167716897718237,0.20430840369025446,0.5491893866580514,0.4616026035232654,0.4274681283908017,0.37091703051637476,0.28390374054558065,0.5701542653037811,0.4957069810782911,0.3915423569074062,0.3541400758320851,0.14142668241806405,0.581570931429447,0.5264503796229897,0.4941391618486668,0.48032224802317425,0.5101028971423033,0.0,0.0,0.0,0.0,0.0,0.49552852942936887,0.3209697730042012,0.3288934490411744,0.32219553518619937,0.07213768019899945,0.599018854210572,0.5765832313452341,0.5347537971580218,0.4351546663660397,0.403339852249126,0.5752006163472474,0.5308332799082812,0.42810598777370457,0.2328076358573297,0.16880967406766564,0.5825399193983458,0.5475710412756061,0.4514580719482292,0.4586296556624272,0.3516304293325348
15,0.5613453104915633,0.46871855772833687,0.35786236449691705,0.2504267044281924,0.11282823604938497,0.5589262146055607,0.46205143581411967,0.41408429539769825,0.32880792714791535,-0.22264249592287716,0.5504678044087619,0.4749537014538259,0.5084098880088094,0.40796637164573624,-0.14761952098192513,0.5709577533497836,0.48833569475127586,0.3811120930574697,0.34093096700920283,0.003931808165776659,0.5792981074486888,0.5281859001704675,0.4435391462607786,0.5124693312052174,0.10339128655471898,0.5577825110339523,0.5155395100016522,0.4581396301565782,0.40338557622135596,-0.029454797805324683,0.58735424502747,0.5438871767658513,0.4895861110577553,0.41745000555360556,0.17009114774695208,0.5788813335270517,0.47136736912298516,0.3840517997527701,0.376900653372368,-0.12138924129490496,0.5567603614869138,0.5008748260654226,0.5406033855030883,0.5397058961482711,0.26417776076133914
16,0.5224404944578566,0.41328949227457973,0.37249341882894993,0.268567506835442,0.4534844653427997,0.5121819900484,0.380850517934192,0.27225556962104375,0.10470791854155885,0.14717753730169078,0.502875734285607,0.34936587901429317,0.34392428644057044,0.38823910594125727,0.48845242300078673,0.5312966611575737,0.43212161734824733,0.3862385701321252,0.39241741332783303,0.41105721282544105,0.5027944934223053,0.4022311325827904,0.3765391811813779,0.27159633675411926,0.5692733813907637,0.5082217779566621,0.38490570285170816,0.3665651349484974,0.4545529341887057,0.5346581216853127,0.530049112942948,0.3682393654154974,0.3266922342204859,0.23746219694711163,-0.13847481319940613,0.5389473439687408,0.418769422566361,0.3169842432092998,0.2325756423817057,0.24526540943099126,0.5131549070791656,0.36087211383488854,0.33339607229273605,0.31121886373550545,0.3631726028476824
17,0.5752531709329145,0.5122988383358075,0.39836596303616967,0.300042613988886,-0.06544084204560346,0.5568241485951666,0.4959645818666003,0.4829892310715875,0.4567556591420038,-0.03651894411629075,0.5345514577846733,0.4865914394396096,0.4902176464546676,0.47690504535564554,0.12640862190235916,0.5663161298234001,0.5145713886261075,0.47712742694438043,0.47638215440793863,0.30503539720182987,0.5850819764789311,0.5616190492058022,0.5358752666918151,0.517369802462331,0.2996914284597003,0.5376911488955471,0.5043339278147378,0.5158268028809844,0.49359146983424074,0.05423020728930097,0.5722825720242491,0.511219840988379,0.36519278190208004,0.42357413689033885,0.2760216696002585,0.5977486750979404,0.53031400596143,0.4675779934230197,0.41458547656151234,-0.18222120826390076,0.5778683090902578,0.5140636742182579,0.44380507627544447,0.4421608891434636,0.18635004735117566
18,0.532202672808907,0.456786123828589,0.406215995631965,0.4004498229061215,0.16703946716162255,0.5422521119959719,0.4950777759991075,0.43493382269347175,0.30520163836970776,-0.39492831278600304,0.5542649521018015,0.47824061602188417,0.4741938997192831,0.47496595586107393,-0.28355048445426706,0.5336129390643402,0.4698866175386849,0.48467191230165424,0.4177976547198597,0.19853949773176618,0.48368763592144964,0.3708709920030242,0.39349340975986824,0.29229509148835897,-0.055738363568852985,0.5291704414361562,0.45131459598677104,0.4265982982152969,0.3585023484757897,0.22320521344213431,0.5681074542969377,0.4503476755137781,0.43891263454504914,0.3694696187496994,0.21979851972627937,0.5737160566801318,0.5500668592843229,0.536459992814237,0.43102930610909945,-0.08815430864280475,0.5548730917013913,0.45763006045208054,0.3531911305016005,0.14872933209724581,0.08664706984391818
19,0.5568566115655693,0.5048853393508865,0.4719435103952429,0.29420406403132465,0.4732008020364001,0.5517642004028455,0.4924387381864628,0.4802717637536298,0.38178987659125835,-0.3989847243985828,0.5302915837992305,0.4112076563674551,0.40996621227051205,0.38570332963950354,-0.1281404360357854,0.5398865918682514,0.47641940355555645,0.4340784078492397,0.4475016539919813,0.3891792242681692,0.5920713675239637,0.5498468418514647,0.4745248885711934,0.34750346379178204,0.1750494908145495,0.5592913793266372,0.5008558692533853,0.5350595369260203,0.44489208953051584,-0.04471642770259558,0.5696344485058472,0.5323181651453636,0.5233537729150383,0.4423875137530534,0.009594214144138889,0.5950980284510974,0.5674182086606014,0.5263945694014678,0.4215660514388866,-0.2843346042706549,0.5740643096479924,0.4972464420647036,0.4050469088518296,0.3936936505402267,0.17010203109957356
20,0.5078028209422966,0.3674721020769635,0.30592783444689187,0.23805874455351894,0.5430659683809063,0.5370258755134351,0.37650690876684995,0.07284629001419739,0.10894967051057602,0.09872958835197346,0.528249764219794,0.37989253756296915,0.22476169800966952,0.19018474502534582,0.1355305362139007,0.5230032028629663,0.39071173039206963,0.4201237582577404,0.46985102438361365,0.3728812806809052,0.522755360961754,0.4200899054820015,0.3204408545814207,0.1440336609232555,0.4252555837503123,0.5153639415191631,0.3940290399650303,0.3983001169524605,0.587314391605039,0.4738026159517145,0.5447617748845085,0.4150586260289753,0.3808622087270663,0.4974601819393316,0.5440366142830426,0.5394050559882384,0.383089468801776,0.31990776111315716,0.1973671053572842,0.03226390228451345,0.5489330628948417,0.4418950086767828,0.4380618818098609,0.3381689400150402,0.4764012712168119
21,0.5461912785088249,0.4890131132423277,0.4597976342641871,0.4654299659414246,0.2783540252156501,0.5728603323653982,0.4983451822292851,0.4135677405867679,0.07038760272832698,0.27835402521565006,0.5611686310611689,0.47901505426542856,0.25083675069297967,0.09921093171331288,0.27835402521565106,0.5563488838037097,0.44861565909104556,0.24864864124227795,0.41947865056287587,0.252088157408273,0.6220082496320202,0.5891974425911415,0.3970487150367775,0.23168086954429362,0.2783540252156497,0.554858025022351,0.4817879600079896,0.3707349979798881,-0.07992136636586637,0.2783540252156498,0.5420715043580756,0.4926576356495865,0.3804784914364393,0.1505281403875785,0.04701260598881499,0.5311336346816486,0.44513483248662467,0.4815919801924504,0.37970678061816415,0.278354025215649,0.5729126747689852,0.536010300314399,0.3709264050553974,0.3529825326372986,0.27835402521564967
22,0.5632449248696636,0.5010187927245472,0.3405965684867732,-0.07339393348956647,0.0,0.540119747372901,0.42701363507225276,0.5760598689789604,-0.1765844595654234,0.0,0.5760385520478891,0.5644703149253673,0.48845612924559595,0.17410567664146417,0.0,0.5795209002290483,0.5606566247338369,0.40693332598775495,0.561814422177436,0.0,0.5435276238795642,0.45533309081931855,0.3580484333008636,-0.14995913070826505,0.0,0.5641370166089935,0.4982227225865144,0.39742352102495293,0.45052282929981946,0.0,0.5568055222922771,0.5139601943592553,0.5273571919532983,-0.022171009911913998,0.0,0.5968093144526533,0.5470550371370945,0.36276123539580823,0.12335320127894545,0.0,0.5765333068945467,0.5455207766382093,0.5134187344221262,0.22604746680084534,0.0
23,0.5491892020709657,0.4722155393204784,0.429810366695107,0.4266242288858385,0.33342178676501066,0.5327216106367878,0.4147674200034207,0.34072944328201743,0.24671451405566452,0.21435520336338926,0.538417012727302,0.3979988160444944,0.37684803545433593,0.35552935382112366,0.2880970262222359,0.5333244176676365,0.4201676184443138,0.37265440484178786,0.3576605428650883,0.2917307725407711,0.5282136796586527,0.4265813593070692,0.3731042427545375,0.35061270389807414,0.14334149946678104,0.5330455776036799,0.4434555580047978,0.40166292979933116,0.36872980989685733,0.3209705353004927,0.5465200956513379,0.44876594242319123,0.4343911848455237,0.42740780031514614,0.27532481172450757,0.5342045363657907,0.36657765237387635,0.32545700815881917,0.265866506418039,0.16822553262671994,0.5710300862471813,0.49854656948336246,0.421049322987645,0.38550578210086456,0.30443576501918684
24,0.5277299158912662,0.4268213431494947,0.3880235561141753,0.3646856051861944,0.3953902349564233,0.5223659019039204,0.4092523670496289,0.3010174153591346,0.2182313500175635,0.17226515839213488,0.5346969372767255,0.4458341580425009,0.35624389382075966,0.288050807803295,0.23099333072204895,0.5251809602170928,0.4004284865564009,0.3326511119658546,0.3259262939905769,0.34304905988203294,0.5383946570966271,0.4192294824081703,0.3353615764892206,0.3005577998894948,0.21742053959700125,0.5138769832159843,0.402320651970221,0.348563298466161,0.31070410126036496,0.2302052249540073,0.5537926041716235,0.46326505082242336,0.41066916028128897,0.3642969445258369,0.22610201447077852,0.5421895670980709,0.4331658047033175,0.3101552941973213,0.23398643759598456,0.2610053756404231,0.5448483463753641,0.4581737168195767,0.43431014657900063,0.43395523050178986,0.32045026113673153
25,0.5269913352198273,0.44004421111809366,0.42720154206319894,0.39448548212905393,0.40207587466674666,0.5189167073701147,0.41225256311197267,0.4001390789811984,0.27059981914465947,0.193834734373437,0.5246451092778608,0.44396243745209757,0.4545940929201531,0.5311827937839632,0.5057297624049868,0.5246272226592041,0.42274572778025044,0.3487409944135943,0.33864096416711087,0.2622137352555242,0.5228939338430624,0.4207424712833397,0.3440457420654379,0.2965478011883096,0.1588286033481767,0.5269996228993415,0.4153832920647858,0.41076958340153197,0.34038587262397046,0.38614500041722355,0.545190504368119,0.45764086814658483,0.3997088732143216,0.3488830259177475,0.2743528067229491,0.5560971716974387,0.459766339720593,0.36637617109313764,0.19270722470563145,0.19585834418578255,0.5396453905214653,0.47077368743094683,0.47277433276652603,0.4143989497168229,0.37440971344222734
26,0.5236443341551107,0.41330800092367403,0.33850094956406707,0.3719230005788069,0.37268875423672804,0.5173920067521385,0.36526871232013464,0.27227633158691406,0.24141486842243337,0.16113229545732832,0.5246215123362223,0.4339662292024977,0.37343870164150544,0.4085427792987916,0.47593065181050515,0.5188036620841349,0.38373053309868355,0.31629456958725866,0.3249551953212758,0.20517143676284424,0.5233579247328619,0.37232682682544044,0.2647371720361786,0.28501938561961254,0.20726867461151458,0.5305854581626542,0.3881970036636056,0.26694943110693004,0.34249284522727963,0.4555262442556617,0.5423415874209184,0.4426798455754013,0.3952643412026016,0.38187655625439043,0.38234513171697543,0.5432896057768678,0.40453796176052137,0.30214391101552324,0.32357514082811173,0.1677192704902766,0.5563202756490248,0.46679270348255547,0.37293917144361877,0.3281314463221292,0.2770963179083343
27,0.5433457261445956,0.4562083427062938,0.389189143460502,0.3786556781655364,0.3324700231714525,0.5424978272528449,0.43122181688686834,0.325306844652633,0.2553282548199674,0.2173360526809766,0.5470157266922054,0.4646859074843355,0.4241157833820323,0.4144141538931839,0.351450632200755,0.5419978407203456,0.44738875891623087,0.378769549825754,0.3271824974698121,0.29358906519398564,0.5365088084669554,0.43017879630477146,0.36215131185623545,0.35534765674004315,0.24123241380232782,0.5300714703721668,0.3945110583606631,0.3144690992143532,0.32344780007402407,0.3254816437773573,0.5703195359011065,0.5120543877711123,0.45642154422868436,0.4187983043000647,0.37510261712859266,0.5428853867037463,0.4382815518456189,0.3415129500135319,0.33012589978094514,0.29474960020503294,0.5576629359103574,0.49021911984788813,0.4594669193183162,0.43804921704693944,0.4060247689760159
28,0.5415419268532704,0.4370345047785951,0.3878869638334015,0.3990605267323195,0.3627077225466232,0.5359091780126294,0.4312290756960981,0.38370948957431383,0.26990438282450097,0.16050345917942382,0.5446256837615707,0.4418722768873663,0.40521526904537497,0.41289184028699333,0.3727496952137984,0.5330395838491322,0.4074544140737674,0.3554467634092133,0.33510754730368886,0.32546883528063353,0.5237676929451887,0.39999445036839365,0.35607957838016746,0.3607835397943433,0.3179490521115227,0.5397352506588807,0.43785640967772005,0.3777952447610978,0.34585450097981674,0.2753329020569252,0.5789841485922308,0.5259888257730129,0.4690880759734506,0.40330685128780686,0.31098905398787996,0.5577558429515415,0.4572229403781071,0.397323045929238,0.334892371411718,0.17332776372937528,0.5673279488242847,0.5059096569445535,0.4839714015434597,0.4342384523546234,0.43274829811178217
29,0.5254046445867931,0.4682630619144817,0.4660992002252134,0.40665092740861625,0.27835402521564956,0.5491024635107966,0.47435097633908524,0.41358009884532854,0.3211461324202911,-0.09775352095550896,0.5629854592494657,0.49468643458144446,0.40742931474546057,0.3166227944910666,0.011629221785113995,0.518785320099583,0.3823849207539043,0.2792609868492772,0.10453135264172646,0.27835402521564984,0.5511557717157345,0.4958043953973899,0.4458988846148202,0.39370073067188377,0.2783540252156499,0.5453635693623979,0.4610148795037474,0.4384043261562201,0.45235165241049163,0.2783540252156501,0.5696851896359034,0.5007043566948176,0.4122580210174546,0.382940983180848,0.2783540252156495,0.5678401434609655,0.4506027581176004,0.42430695404927465,0.25665386835537757,0.2783540252156497,0.586011631284201,0.5245530068289305,0.4706987304197872,0.2951444616960046,0.27835402521565034
30,0.56454702421228,0.47185446938103015,0.2667933979677131,0.26655925783275647,-4.3674860352974284e-16,0.5541459630672981,0.44079271848737794,0.26502872787660625,0.061424949108298564,4.4055540745977567e-17,0.5714922646174996,0.4824479381812777,0.2828756867744572,0.11527008382307642,-3.683066412569203e-17,0.5282880338951506,0.4051034638756605,0.3144246780907419,0.054963021211882235,-1.1650023241132777e-16,0.5332068937717666,0.4101129572893937,0.2921316298612855,0.0634787449343295,2.6366084630998343e-16,0.5429435295964514,0.4373266906253868,0.3316891688112281,0.3248070090761804,4.911877546365345e-16,0.568650248202798,0.4987566291317096,0.420179826729838,0.2600841672213582,-8.95895821435787e-16,0.5877863563251954,0.4778931754599016,0.4675308756183784,0.20190829145278474,1.8815290840213653e-16,0.5607657329882498,0.4337791123848119,0.3434103069111116,0.2916002094718879,7.835614636600297e-17
31,0.5770372230537579,0.5217968760825578,0.3374940703035072,-0.01881347890338019,9.430825824799068e-16,0.5706868665511992,0.45737848298812633,0.2781101889916448,0.23919583575857037,-4.705577487428823e-17,0.5515617111409197,0.4764681875207477,0.3761260100441993,0.09453369382104841,3.6979644722738827e-16,0.536809902848294,0.3795657500616015,0.24244649680669147,0.33523580940215886,5.105795223161109e-17,0.5288169297585843,0.36043496085694776,0.2478407681496375,0.13098402479561785,2.2167611621892222e-18,0.5594420659010749,0.47295422199084186,0.401446103084876,0.3338980723773759,9.260859570122419e-17,0.5784102042121272,0.5336675608539172,0.49511373641761175,0.27932357538874253,4.471913428947277e-16,0.568797844933591,0.3847012688528972,0.3112185387210251,0.018109151809515705,-1.533242144456491e-17,0.5716008321963371,0.4966706131918629,0.41880123810653075,0.24626679415295638,-1.0043832940407223e-16
32,0.5845102421217012,0.5291276859993801,0.4290715932137504,0.22013709846531598,-0.30467557447597793,0.5812619537156393,0.5270424536558288,0.3754100353093387,0.2549818670165489,0.12097250020172144,0.5910027257536826,0.5299713383274172,0.4443276392042795,0.18618169275279003,0.27835402521564956,0.5777010320190191,0.5086663390888988,0.3989942345334073,0.3762277118256491,0.2783540252156501,0.5646814040923902,0.4870377256568424,0.3959665785589229,0.44523870732326515,-0.008118593053081682,0.5868574814627603,0.517971334512549,0.32454234995735215,0.2831044380074328,-0.29307458648592005,0.5902964273785801,0.5492315620108137,0.4615459731106784,0.33995727455623226,0.2783540252156499,0.5779302516738463,0.5264015962271932,0.43442465575797506,0.19341627965236957,0.04028788263851742,0.5831552262221928,0.525281401866483,0.45012613470979435,0.47745959111022723,0.2783540252156494
33,0.5724980058892433,0.5153803338512483,0.4590183750365804,0.45827523556477945,0.0,0.5840599502843387,0.5615289164392966,0.4577342365217207,-0.1878794304931586,0.0,0.6027466956075836,0.5365892171244766,0.3756466283416875,0.11335114883903712,0.0,0.568466899484922,0.48144835325140317,0.3879582140786498,0.496538165084523,0.0,0.5393934140383979,0.37965276046667357,0.33243606258836333,0.21550324841651083,0.0,0.5516048466394292,0.4716810596079912,0.2683433180218001,0.3298023950567957,0.0,0.5935647290035762,0.5536360368012512,0.5532526958853524,0.43373254064789485,0.0,0.5332074166887467,0.4320233106871608,0.2394844988307189,0.09846261584907488,0.0,0.5755925494556406,0.5363697079455102,0.47319006635622757,0.27872261199064063,0.0
