CaseID,Feature__GLRLM_ShortRunsEmphasis(IBSI:22OV),Feature__GLRLM_LongRunsEmphasis(IBSI:W4KF),Feature__GLRLM_LowGreyLevelRunEmphasis(IBSI:V3SW),Feature__GLRLM_HighGreyLevelRunEmphasis(IBSI:G3QZ),Feature__GLRLM_ShortRunLowGreyLevelEmphasis(IBSI:HTZT),Feature__GLRLM_ShortRunHighGreyLevelEmphasis(IBSI:GD3A),Feature__GLRLM_LongRunLowGreyLevelEmphasis(IBSI:IVPO),Feature__GLRLM_LongRunHighGreyLevelEmphasis(IBSI:3KUM),Feature__GLRLM_GreyLevelNonUniformity(IBSI:R5YN),Feature__GLRLM_RunLengthNonUniformity(IBSI:W92Y),Feature__GLRLM_RunPercentage(IBSI:9ZK5)
46,0.62337142,13.999821,0.003008242,782.4810411,0.001583751,520.3073436,0.057964661,8966.987882,2566.71323,36151.09144,0.482979459
47,0.709742642,7.869313515,0.003032281,690.1993679,0.001990968,508.0340819,0.030247483,4440.408381,1069.625058,16206.54233,0.583325359
48,0.716949651,7.965447993,0.004849028,722.140814,0.002462551,555.4540423,0.328950607,4048.814882,1296.961685,23350.8629,0.582331497
49,0.704013509,8.257794304,0.00284062,898.6277507,0.001612012,661.7896839,0.052724964,6105.834051,2625.70169,51193.7935,0.582044574
50,0.76103801,145.5013562,0.023304109,817.6782872,0.00605874,630.2085481,140.7426706,4510.351905,420.0707433,9957.998859,0.376605285
51,0.805329547,19.5565975,0.029858343,966.3455667,0.006297952,833.0011501,15.68323477,2990.091726,107.4866671,3097.729966,0.542526339
52,0.768509264,5.526169254,0.007173875,1013.138143,0.004076864,829.084079,0.088379669,3694.283533,230.1553375,4995.922654,0.629760689
53,0.782094139,3.876837542,0.002598261,1267.568097,0.001706988,1010.276086,0.01458784,4467.573959,266.8612719,6479.814339,0.669330083
54,0.665039032,8.959881376,0.00280858,1007.395024,0.001339265,714.3016372,0.076046582,6169.986335,1336.642691,23227.32836,0.51562932
55,0.619100444,10.57497394,0.003851467,756.1590185,0.002009381,490.151386,0.069724686,6080.338112,1303.360832,18186.22221,0.48429778
56,0.674039671,8.869120981,0.001469825,1079.633928,0.001020758,754.3908216,0.011394013,10896.34751,1680.188566,21484.11876,0.538204334
57,0.6103304,11.55184196,0.00200427,891.0164798,0.001093855,576.5119587,0.034680282,8265.128748,3496.600133,42198.37438,0.471810053
58,0.648706735,8.428100869,0.004682726,710.273953,0.002640459,470.621962,0.053215519,5365.485079,1311.032214,21265.84069,0.525646421
59,0.764528887,4.608699281,0.00225825,1020.386881,0.001681577,801.2281894,0.012622567,4056.435621,735.1772204,16504.40904,0.644474758
60,0.757130908,4.715747015,0.002469175,950.1121932,0.001845824,736.445691,0.013448596,3893.813495,752.0108535,16037.46299,0.637033094
61,0.644709546,8.838599563,0.005906091,668.5846596,0.003034861,445.3378229,0.104494141,5094.980909,1432.12469,22173.98695,0.519629129
62,0.770241213,4.246065328,0.002510729,1300.140643,0.001723825,1022.151314,0.01218892,4897.212876,252.6296454,5990.883267,0.649341702
63,0.678635036,7.715446404,0.004516809,768.046089,0.003121298,530.5523185,0.034713683,5084.433989,313.5328818,5368.751495,0.543560606
64,0.717855857,6.030085265,0.006865816,554.2798251,0.004495513,403.976718,0.045122207,2894.707446,181.0663757,2856.507886,0.585487233
65,0.770876701,4.332426001,0.002741879,1048.582484,0.002069702,828.9760207,0.013281865,3949.390221,587.8942006,14413.00347,0.661687708
66,0.701363716,7.593525947,0.006777999,643.9832094,0.003873085,485.6179755,0.125117566,3193.285342,660.6409177,12080.78507,0.56127451
67,0.599466847,10.48768252,0.007864957,727.679563,0.002498502,436.9488402,0.523594118,7079.959762,476.1439223,6050.772481,0.467739795
68,0.639825245,8.973747249,0.001680874,1524.33608,0.001031576,1011.636048,0.018212252,11500.08836,448.1153481,7367.067638,0.503903882
69,0.694078613,9.385913834,0.021155667,839.2478137,0.005296053,599.8825275,3.086614396,4805.655307,432.0625637,8666.215685,0.530122861
70,0.79094103,3.724334111,0.002991095,1251.639865,0.002235345,993.0825194,0.010962057,4490.961231,142.1697031,3064.610735,0.681105776
71,0.811935927,3.321210002,0.00494329,918.7484056,0.003547888,753.7133845,0.026798867,2891.874959,175.1627553,4253.438709,0.709849767
72,0.841719974,2.854728568,0.0022452,1437.210819,0.001768723,1216.476114,0.007695277,4062.011554,232.6688765,7282.15745,0.751427061
73,0.833358955,3.113315725,0.003111895,1289.253661,0.002478605,1082.991803,0.010053901,3788.742801,264.3416789,7730.607004,0.734877817
74,0.79238291,3.944412433,0.002131773,1026.603053,0.00171162,828.1426428,0.008168606,3614.928655,475.0100901,9549.941577,0.678772813
75,0.818989945,3.694243531,0.003374852,1058.391967,0.002722721,882.9338258,0.01244095,3426.167869,271.8906011,7590.893893,0.707319656
76,0.693469543,7.679362452,0.001848721,918.2736135,0.001167669,667.6068845,0.020587137,5580.152224,2530.976294,38695.50151,0.555614466
77,0.674044064,8.635354244,0.002211188,842.3697083,0.001297365,598.688629,0.029929431,5807.505865,2285.753073,34797.47498,0.53195707
78,0.774474151,4.342943571,0.002391692,870.0248271,0.001671063,704.3829071,0.014377234,3062.653083,1819.695131,36720.11287,0.65644426
79,0.759276598,4.624449215,0.001544903,1019.48805,0.00110024,799.8883251,0.009661675,3982.030779,2292.668693,41221.02579,0.639981676
80,0.7472244,4.841989114,0.001935296,903.4555494,0.001360735,694.6394308,0.012681691,3728.273776,2354.072939,42135.44439,0.631934749
81,0.685258716,8.328548669,0.002317107,844.2228226,0.001444613,608.5663796,0.023627597,5870.458869,2997.911539,44030.95066,0.546616925
82,0.671957242,9.451317366,0.002423376,817.6981067,0.001427872,584.2912281,0.029409576,6157.712286,2654.632966,36602.73167,0.522482157
83,0.772165324,5.308136553,0.002285639,1244.045244,0.001579265,982.0154105,0.019766335,5900.40917,701.5023706,17396.86797,0.652774912
84,0.735226519,6.800667894,0.001306252,1231.936426,0.000874,921.8600065,0.010287736,8089.269319,1279.839636,22664.63456,0.61120687
85,0.74622088,5.644330849,0.002497182,957.6071771,0.001657706,732.6982122,0.018309592,4680.27574,994.9730947,19353.46171,0.615132266
86,0.792752142,3.80879581,0.001496819,1088.514648,0.001143629,876.8341518,0.006554777,3844.871074,2421.420902,45596.43841,0.682068452
87,0.689118747,7.799559745,0.001568572,939.322683,0.00106821,670.6417137,0.013804694,6260.406083,2148.109941,27998.85818,0.548565168
88,0.685733722,9.000167085,0.007706642,786.4037581,0.00270319,562.2243189,0.870266521,5219.932722,1113.741555,18751.0248,0.545773199
89,0.673842086,8.712200299,0.002703033,933.5287507,0.001478254,666.619728,0.04533682,6514.20833,1109.110775,19288.1952,0.530200758
90,0.70667066,9.095471155,0.008387048,888.4279548,0.002337249,667.9062237,1.838180584,5087.253802,915.9686942,17009.30737,0.544839719
91,0.81969297,3.246914336,0.005118472,747.9111663,0.003963312,627.545794,0.022129217,2169.253561,136.1911275,3407.577528,0.718169399
92,0.827507258,2.897980504,0.005113707,870.1324258,0.003657591,735.4278093,0.021117771,2291.028907,130.9312491,3452.543949,0.737357775
93,0.827210381,4.227165087,0.010098545,934.566904,0.005137029,815.0915059,0.148261567,2196.931714,146.1768437,4069.191205,0.684301181
94,0.736117292,11.63892918,0.013782251,863.1588315,0.004165077,692.8712201,5.390665689,3623.605601,239.3881321,5536.445932,0.548946618
95,0.666820904,10.01310285,0.014208879,570.0997698,0.006684642,446.6736468,0.269426024,2533.629839,118.5422286,1802.257151,0.503822055
96,0.698455743,7.391916096,0.007500705,635.0685338,0.004532446,460.131569,0.086057227,3939.796594,621.1504938,11741.48436,0.56565765
97,0.825010165,3.612536493,0.012460899,999.2036174,0.004787345,854.7367313,0.516671938,2397.574229,114.2836393,3208.065533,0.702521837
98,0.833027422,3.273126994,0.010800201,885.2218981,0.006924288,766.2297329,0.087632252,1980.991968,119.6769458,3329.60807,0.719957386
99,0.758744694,4.691431602,0.004230585,886.4786826,0.002925091,701.9899604,0.029428297,3430.036658,300.0832402,6244.689127,0.633514341
100,0.801390302,36.88474635,0.022224985,818.8162854,0.003799839,689.6342159,33.41110019,2314.316186,202.8293691,5087.932206,0.496553473
101,0.784006284,4.08786326,0.001938397,1136.887152,0.001395023,900.7241081,0.008599387,4369.452497,343.7945059,6918.406076,0.669740906
102,0.791919159,4.022638323,0.002208873,905.1218766,0.001721223,739.1455043,0.008933175,3203.683292,326.8089416,6423.212045,0.679040694
103,0.823205551,2.987413386,0.002072994,1135.466937,0.001747417,953.0652802,0.005283577,3312.725946,370.6333722,8110.738726,0.729186006
104,0.721516468,4.988857146,0.002227773,751.1271161,0.001584705,552.0661034,0.012034011,3501.012185,843.6369901,11789.81076,0.608681668
105,0.62621985,9.704380603,0.008279959,413.2026618,0.004651983,272.4478221,0.114398611,3124.501744,855.2805914,10647.10469,0.49862786
106,0.641836975,8.795351788,0.005900554,486.2878351,0.003464419,324.2202518,0.062799651,3766.46452,838.1901362,11193.09825,0.518877246
107,0.664732612,8.022964301,0.004243133,767.1596461,0.002684195,526.3436443,0.044054443,5127.997709,652.9879568,11400.10484,0.541406709
108,0.783047834,4.529790796,0.009278398,806.7158054,0.005946341,649.1820224,0.060223917,3902.21428,152.2049201,3788.0465,0.658382217
109,0.738523837,5.353173934,0.002652885,982.4954854,0.001750933,765.7837905,0.023243477,3724.042795,311.1024785,6857.488354,0.603345639
110,0.745879249,6.572860016,0.004736623,872.6255624,0.001731842,683.5970162,0.83771131,3855.975508,663.4454657,13087.87323,0.60011875
111,0.773669132,4.534782224,0.00553594,736.5278813,0.002821638,607.6392112,0.122409763,2310.274498,613.2029402,13329.25275,0.647135054
112,0.667751066,10.73114015,0.007127493,675.4728906,0.003908713,502.0492332,0.133575698,3949.365185,739.9009658,12852.83843,0.515944163
113,0.751678176,4.905831922,0.00271282,964.243214,0.001837354,764.8876407,0.021667921,3385.364083,333.606974,7513.387265,0.622511261
114,0.805126278,3.500398368,0.002221802,1012.388742,0.001683328,839.9405972,0.009560091,3133.986381,375.6856815,9691.641171,0.696789563
115,0.815341489,3.399139433,0.003961423,949.0828085,0.003106213,792.3916484,0.017083892,2759.259241,119.3822619,3229.881685,0.715645046
116,0.761689832,4.528997141,0.004393324,819.7369745,0.002894282,642.5291898,0.028702639,3277.475646,400.3251836,7960.486902,0.648669219
117,0.6384771,11.19940855,0.006207717,736.7382396,0.00197179,474.1347079,1.313244008,7060.194448,1370.235432,17327.79909,0.511501944
118,0.646881921,9.582117345,0.002194841,904.9540148,0.001438432,592.6646774,0.021919998,8158.647228,1215.734537,17361.94295,0.530654863
119,0.769134518,4.616917753,0.001993307,1143.425689,0.001453488,882.0791164,0.010763813,5237.267032,946.7476632,20126.52009,0.655586725
120,0.769753577,4.594342336,0.001712501,1134.27682,0.001297694,880.0897517,0.008444037,4956.343066,981.9967809,21215.6179,0.659042408
121,0.664858992,9.293266452,0.001625849,1246.351059,0.000933,870.9498197,0.020602903,9329.534893,853.2158642,13168.78709,0.522126088
122,0.695764445,7.868777474,0.004277843,1140.717914,0.00131599,839.0377775,0.410553801,6721.38382,1088.603853,19970.65774,0.547462054
123,0.786870642,4.820673492,0.004223265,721.3583798,0.002884606,591.9666699,0.023057368,2743.110991,186.9124138,3555.184247,0.648228646
124,0.737988954,6.001350014,0.001789411,1186.89158,0.001186247,872.9583248,0.01381745,6948.426984,602.7917307,11023.19856,0.607398389
125,0.676986119,9.224565637,0.004228265,877.704453,0.001691072,633.9526423,0.399754206,5642.764629,898.6594785,16072.39786,0.530203801
126,0.715081016,7.209210925,0.002558773,824.368625,0.001789531,608.8495226,0.018775209,5104.11392,775.0036344,13508.98623,0.578331486
127,0.6803021,8.306031167,0.005594227,758.0149621,0.002094754,551.4050684,0.407409881,4785.028608,941.3978571,16024.98336,0.536994062
128,0.731890468,5.985057141,0.00152914,1262.697388,0.001145365,925.4346296,0.008503144,7603.667616,636.9833914,13483.71136,0.612030742
129,0.671466587,8.623497803,0.003794905,798.7393757,0.001949769,568.2904173,0.085358609,5584.583411,1012.020438,16882.1229,0.534721402
130,0.762240075,5.135834431,0.003571449,791.2868494,0.002618584,617.7700227,0.021070826,3731.308447,807.9549862,18266.33761,0.651845971
131,0.761185864,4.677189419,0.00206346,868.2125836,0.001491064,686.1438585,0.012329519,3381.226753,999.321606,17684.69288,0.642936118
132,0.790850311,3.868148924,0.002148487,854.4586504,0.00166473,688.1426886,0.009057801,3003.844079,982.4716934,20281.38218,0.687045304
133,0.611250748,13.45993817,0.001940423,1199.023793,0.000856,782.4800202,0.091820752,10599.2363,2554.860204,39681.12553,0.460320661
134,0.635851321,16.33951861,0.005176627,995.3936695,0.001675309,682.340566,5.765106547,7334.611174,2964.021754,48408.38615,0.480631833
135,0.712188035,6.241422711,0.002475403,1019.29475,0.001387325,755.9586809,0.056390536,4819.973461,3363.060066,67077.73843,0.587314785
136,0.827709178,3.260534096,0.002262419,907.5757497,0.001859328,766.4507482,0.007650751,2613.918228,539.2642761,11622.49819,0.726707242
137,0.751244719,7.158036927,0.008793092,855.1971185,0.004987463,709.6621673,0.124863948,3141.381584,168.4923592,4362.548873,0.593066109
138,0.729492377,6.399072688,0.015885364,538.4893329,0.007177696,443.3332148,0.381416949,1984.48456,151.2672554,2752.557008,0.584748585
139,0.808641108,3.494939613,0.001216134,1344.468679,0.000974,1115.382382,0.004348275,4445.309281,486.2483634,11401.83535,0.709670399
140,0.745034978,4.834715788,0.002772313,1875.878268,0.002103377,1420.617089,0.008389028,8554.204974,313.6658846,4125.916244,0.631327006
141,0.73747791,5.210549462,0.002955949,1599.407496,0.001201248,1203.371966,0.043497596,7620.495658,330.0294772,5251.807782,0.611898625
142,0.747459112,5.051186247,0.003251916,1938.929469,0.001509665,1465.566587,0.064736015,9265.920791,304.7529721,4781.547292,0.623125884
143,0.738130641,5.559893206,0.006995059,1699.872025,0.002459861,1284.963452,0.194445112,8218.964057,280.7468881,4359.713287,0.605262192
144,0.752265686,5.296795537,0.00463346,855.4799993,0.002756387,686.3386888,0.053953818,3173.720837,798.3726111,19074.32516,0.619185006
145,0.769011369,4.725234642,0.00431404,840.4343986,0.002426203,687.3041821,0.06237723,2737.74384,1452.107794,33389.85638,0.640001738
146,0.778080134,4.475549432,0.004041949,886.3758519,0.002262902,727.6854139,0.059838648,2853.77426,1426.035588,33829.36677,0.652629929
147,0.75506641,5.310314157,0.004392632,991.0203888,0.001848921,798.3157784,0.149975544,3209.858163,1201.262205,27491.78585,0.618006457
148,0.72432079,6.281487233,0.001942031,1161.173059,0.001116312,899.3060826,0.038692718,4601.979454,1303.193721,27042.96932,0.583232167
149,0.687378724,9.243947811,0.003522055,983.5709376,0.001211473,732.3115688,1.115229084,5464.622134,1414.007508,26273.70277,0.533233173
150,0.84133948,2.926224071,0.005775591,946.7443383,0.003693366,808.6132457,0.037144516,2587.520702,137.7395554,4238.393476,0.741749763
151,0.820221002,3.795377048,0.007611142,808.6824943,0.004322723,687.1478701,0.096427489,2270.588073,129.8533308,3340.93547,0.701395507
152,0.8585014,2.588170633,0.001097243,1677.100488,0.000967,1434.603988,0.002454863,4402.068282,151.3473205,3679.429533,0.774428507
153,0.683191898,9.411253291,0.001166785,1229.621369,0.00072,874.0668867,0.014484048,9334.2465,3324.116441,44531.55016,0.521395188
154,0.849334549,2.931807694,0.005303948,1099.019492,0.003625071,965.3508631,0.026984874,2460.30882,87.07669137,2942.314946,0.750793651
155,0.70827541,7.645312942,0.001418283,1088.045006,0.000947,823.4260629,0.014252483,5967.187408,2213.337247,34482.45074,0.549270388
156,0.690302342,9.203322098,0.001480586,1084.841798,0.000976,794.7987682,0.016407679,7539.530348,3030.507192,46024.05475,0.525380269
157,0.714080854,12.65386409,0.008368287,834.4249959,0.002177652,637.4879203,6.049388932,4041.827044,2099.536057,40372.18207,0.538652818
158,0.742324687,5.534312301,0.003042044,793.1248964,0.001959594,628.9552847,0.027642491,3103.736885,2493.088492,47738.69894,0.603568519
159,0.735968088,5.617249239,0.001619475,953.9252183,0.001116732,743.9414012,0.01208008,3985.472584,3454.66515,56002.89002,0.59722284
160,0.736214701,9.852793428,0.002835675,709.6507389,0.001956598,549.1865102,0.021335737,12844.38271,2750.148511,46780.79188,0.611328558
161,0.780866977,3.819521284,0.003558102,834.8265229,0.002503593,680.5763036,0.017719597,2599.299281,997.0040439,20991.07089,0.673680309
162,0.700783348,7.233240825,0.004417335,754.7181562,0.002303403,559.1990385,0.085298474,4302.345001,900.7455629,14635.7895,0.561756542
163,0.715688835,6.668856854,0.00151436,1070.03829,0.001051592,788.5261696,0.011613514,6220.300388,2446.377869,43276.3239,0.583973779
164,0.730494687,6.156685402,0.00139899,1263.956326,0.001043033,924.2591789,0.007519956,7588.363117,1756.528948,30556.91453,0.600018707
165,0.713684234,6.918351227,0.001595508,1138.030137,0.001141607,816.3378176,0.010290021,7628.413593,1652.924361,27898.17357,0.577125026
166,0.757446027,5.12687881,0.005272759,832.9358695,0.00275543,662.6361438,0.08292512,3357.904851,794.8700906,16586.69452,0.633529589
167,0.733977924,5.645606342,0.003042699,896.7600633,0.001847342,687.0431169,0.031481096,4154.724276,751.3031939,13250.32631,0.605236547
168,0.75034607,5.499080817,0.004699897,801.1534983,0.002989042,633.4843825,0.044454586,3423.00923,843.0790149,17395.01487,0.620772302
169,0.827745883,3.227570027,0.002202417,984.5158962,0.001728709,839.7397923,0.009034908,2720.243537,714.6500671,15622.72608,0.724489796
170,0.772219891,4.709019117,0.002300311,942.1905641,0.001655913,769.9941614,0.013998746,3392.287678,755.5737176,15780.36594,0.646202712
171,0.785308451,4.207267067,0.002356126,947.4717245,0.001689029,780.4707369,0.012811603,3219.766402,824.2597427,17974.96941,0.669340463
172,0.821146381,3.860491152,0.00345403,1273.6055,0.002550583,1062.381351,0.017487434,4616.796002,140.0292596,4399.414252,0.709388972
173,0.75760726,5.162281615,0.005480469,819.5295105,0.002834703,654.1969071,0.087391573,3273.702081,751.6128331,15684.97469,0.632336882
174,0.816115827,3.471869713,0.012573941,455.4400713,0.008623245,380.4681476,0.072928561,1391.11813,70.0590808,1332.690567,0.705976431
175,0.75841645,5.218051449,0.008144687,552.9313608,0.005309527,439.3609254,0.063614839,2234.164833,455.3048263,8589.649286,0.625700536
176,0.778597712,5.049893314,0.005440818,710.5256488,0.003947603,577.3375749,0.0360201,2565.308256,400.0792706,9235.136219,0.650185232
177,0.781066089,4.855405554,0.009501722,631.9927448,0.005961551,531.9526079,0.111169951,1897.258155,211.5464462,4831.944112,0.647619798
178,0.812567689,3.084205093,0.002609301,1055.109646,0.001996467,893.513241,0.010214075,2691.112638,292.1978343,8183.487248,0.717994566
179,0.839819464,3.320957248,0.010888161,1429.180361,0.003514936,1232.532413,0.373505061,3872.079661,60.97775157,2254.894134,0.729130435
180,0.776867244,4.4664412,0.003149266,1098.453486,0.002147872,903.16354,0.022746985,3586.252981,269.8834731,7413.958243,0.650215846
181,0.821082564,3.264612894,0.003486805,1112.787808,0.002454202,950.7581466,0.022707696,2911.345394,275.9919755,8853.25611,0.716805033
182,0.774181801,64.21967978,0.020790287,904.3918155,0.004316483,749.6929832,59.72280601,2882.872356,219.9774694,5480.776999,0.432280899
183,0.76723501,4.731563525,0.003553509,928.3494215,0.002733158,746.0398622,0.020561845,3351.399792,231.2657645,5453.756028,0.644315412
184,0.77842932,4.660517851,0.009884766,619.396415,0.006549598,478.5667641,0.080739989,2497.675772,207.1367666,4543.08478,0.658913899
185,0.832180703,3.161678329,0.009114918,651.3517701,0.005500888,566.6091025,0.07495094,1532.588254,436.8160916,10826.85141,0.728971754
186,0.827218148,3.993481689,0.020572246,756.6573537,0.008742308,664.2507578,0.671418639,1616.972488,492.0071639,11283.51107,0.696363234
187,0.756647614,5.273058512,0.007590256,604.3611769,0.003835663,478.0825417,0.175480785,2695.634161,487.8138425,8791.782251,0.634140114
188,0.766186949,5.4340138,0.009726924,656.224052,0.00370728,535.8203025,0.456604304,2514.222272,630.3183171,12445.20544,0.623822533
189,0.768677247,4.480075876,0.005598001,794.2070302,0.002908374,636.7299597,0.085600506,2932.21219,557.3015804,11931.09884,0.656886657
190,0.749545514,6.113754753,0.009366892,763.2319772,0.00367753,617.7769847,0.392393885,3116.290088,585.4558817,12202.01565,0.600356374
191,0.779945764,6.90864847,0.009991988,732.672803,0.003930247,603.6709215,2.306478083,2633.744041,663.9087003,15105.08964,0.628747774
192,0.776455958,4.824679038,0.004331265,1007.403918,0.002181109,825.1848758,0.05969302,3579.192641,583.0346362,13641.61962,0.649825273
193,0.760120462,5.377636526,0.005129047,690.3403562,0.002978839,550.7565257,0.102005884,2664.390383,564.333866,10849.47803,0.627970498
194,0.74005399,6.145358773,0.003409203,784.2234767,0.001852656,609.814052,0.062116297,3554.160262,593.1998401,10932.80277,0.604611098
195,0.760514168,6.42600309,0.008236658,692.127742,0.002965602,556.1784921,1.285045122,2696.520984,757.1106502,15393.65154,0.61081874
